yt_id,standard,composer,artist,album,year,instrumentation,youtube_url,youtube_title,youtube_channel,notes,source,recording_mbid
t-w-i24HJ5U,Ornithology,Charlie Parker,"Oscar Peterson, Joe Pass, Niels-Henning Ørsted Pedersen",The Paris Concert,1979,piano-guitar-bass trio,https://www.youtube.com/watch?v=t-w-i24HJ5U,"Oscar Peterson, Joe Pass & Niels-Henning Ørsted Pedersen - Ornithology (live)",Joseph Passadena,Virtuosic chamber-jazz trio performance,musicbrainz,1c1eb27c-b27a-4f6c-b051-6a99b97edf96
o3Kl2nBNV0A,Ornithology,Charlie Parker,"Joshua Redman, Brad Mehldau",Nearness,2016,saxophone-piano duo,https://www.youtube.com/watch?v=o3Kl2nBNV0A,Joshua Redman & Brad Mehldau - Ornithology [Official Audio],Nonesuch Records,Modern duo interpretation by two contemporary masters,musicbrainz,22abfc56-5cdb-4fce-82db-86d72a2c4f1c
qAhRZkR0oIQ,Out Of Nowhere,Johnny Green,Bing Crosby,Out of Nowhere / If You Should Ever Need Me (You’ll Always Find Me Here),1931,vocal with orchestra,https://www.youtube.com/watch?v=qAhRZkR0oIQ,Out Of Nowhere (1931 Single Version),Bing Crosby,Original hit recording that popularized the tune,musicbrainz,ecdffde1-3b75-4dbb-a40a-952c1e238138
mlgp4Y64D1I,Out Of Nowhere,Johnny Green,Coleman Hawkins,The Chronological Classics: Coleman Hawkins 1937-1939,1991,tenor saxophone with ensemble,https://www.youtube.com/watch?v=mlgp4Y64D1I,"COLEMAN HAWKINS, BENNY CARTER & DJANGO REINHARDT - Out Of Nowhere",ModerneLeben,Early influential swing-era jazz reading by the tenor master,musicbrainz,6b0fbe67-838e-416b-83fd-f6d138cf7098
8BaVh5vz8yE,Out Of Nowhere,Johnny Green,Charlie Parker,Bird: The Complete Charlie Parker on Verve,1988,alto saxophone with strings,https://www.youtube.com/watch?v=8BaVh5vz8yE,You Came Along from out of Nowhere (Charlie Parker with Strings),Charlie Parker,"Lush, lyrical bebop interpretation with strings",musicbrainz,9b20439e-ec62-4d01-bee2-741b3abb170a
67ryBGtNo20,Out Of Nowhere,Johnny Green,"Charlie Parker, Miles Davis",My Old Flame,2002,quintet,https://www.youtube.com/watch?v=67ryBGtNo20,Out of Nowhere (feat. Miles Davis),Charlie Parker,Classic bebop small-group version with Miles,musicbrainz,4b7b5b11-fc3b-4460-ad49-e269562ffbb0
3wGDfYxtGF0,Out Of Nowhere,Johnny Green,Art Tatum,Classic Jazz Piano (1927-1957),1988,solo piano,https://www.youtube.com/watch?v=3wGDfYxtGF0,Art Tatum – Out Of Nowhere,VintageMusicFm,Virtuosic solo piano harmonic reinvention,musicbrainz,7473ba94-7db0-46f3-b334-a1b115506757
6VibCZ65FoU,Out Of Nowhere,Johnny Green,The Dave Brubeck Quartet,Jazz Goes to College,1954,piano quartet,https://www.youtube.com/watch?v=6VibCZ65FoU,Out Of Nowhere,Dave Brubeck,Cool-era quartet with Paul Desmond,musicbrainz,e2e140c9-bb0a-4fe0-84d8-3797fbcf34bb
B4W6OJIrEjc,Out Of Nowhere,Johnny Green,Chet Baker,The Complete Pacific Jazz Live Recordings of the Chet Baker Quartet With Russ Freeman,1989,trumpet quartet,https://www.youtube.com/watch?v=B4W6OJIrEjc,Chet Baker - Out of Nowhere,Jazz and Blues Experience,Lyrical West Coast cool trumpet reading,musicbrainz,58680391-8856-4ed3-b254-6664e17663b3
EPucg_pHddQ,Out Of Nowhere,Johnny Green,"Stéphane Grappelli, Barney Kessel",Limehouse Blues,1991,violin and guitar,https://www.youtube.com/watch?v=EPucg_pHddQ,Out Of Nowhere,Stéphane Grappelli - Topic,Swinging string duo carrying the Hot Club tradition,musicbrainz,085fbfcd-6d8e-4550-ab05-c1ec5dc13d68
ieaAHwvqljg,Peace,Horace Silver,The Horace Silver Quintet,Blowin' the Blues Away,1959,quintet,https://www.youtube.com/watch?v=ieaAHwvqljg,Peace,Horace Silver,Composer's original definitive recording,musicbrainz,fd56e06e-8ee2-4180-8bae-61fbecc37464
,Peace,Horace Silver,Blue Mitchell,Smooth as the Wind,1961,trumpet with orchestra,,,,"Lush, lyrical trumpet ballad reading",musicbrainz,2b68ac81-8ae9-42f9-bb7a-4d85798c3949
pFVgnXJLg4M,Peace,Horace Silver,Stan Getz,Moments in Time,2016,tenor saxophone with strings,https://www.youtube.com/watch?v=pFVgnXJLg4M,STAN GETZ & BILL EVANS_NIGHT AND DAY,cotton100-naramachi-,Warm saxophone interpretation,musicbrainz,dae9a7a4-33fe-4c67-b9bf-8345838533ba
S_43rYVWoXU,Peace,Horace Silver,Chet Baker,Peace,1989,trumpet quartet,https://www.youtube.com/watch?v=S_43rYVWoXU,Chet Baker - Peace,TheGreatComfortableRecords,Intimate late-period title-track version,musicbrainz,6e55cd48-8934-42b8-acba-8df4e7964d6e
Nv2GgV34qIg,Peace,Horace Silver,Kenny Burrell,Groovin’ High,1984,guitar trio,https://www.youtube.com/watch?v=Nv2GgV34qIg,"Bill Evans ""Peace Piece""",William Repicci,Gentle guitar trio rendition,musicbrainz,62228196-7b50-4548-b6c8-4cf003b1f908
fiY5QGpP2QQ,Peace,Horace Silver,Norah Jones,Covers,2012,vocal,https://www.youtube.com/watch?v=fiY5QGpP2QQ,Norah Jones - Peace,Norah Jones,Notable contemporary vocal crossover version,musicbrainz,cb769483-53fc-4802-9db4-20fc95caa7cb
3CmvjHrGcaA,Peace,Horace Silver,"Larry Goldings, Peter Bernstein, Bill Stewart",Ramshackle Serenade,2014,organ trio,https://www.youtube.com/watch?v=3CmvjHrGcaA,Peace,Larry Goldings - Topic,Modern organ-guitar-drums trio take,musicbrainz,7393e6f3-ff00-4ece-9ab3-0a91ff58774c
a-L492oAZio,Peace,Horace Silver,Tommy Flanagan,"Something Borrowed, Something Blue",1978,piano trio,https://www.youtube.com/watch?v=a-L492oAZio,Peace (Instrumental),Tommy Flanagan - Topic,Elegant pianistic interpretation,musicbrainz,c0a76b68-ceaf-4cda-b8af-b793e228ced3
4M9-7ErYxkg,Perdido,Juan Tizol,Duke Ellington & His Orchestra,"Take the ""A"" Train (The Legendary Blanton-Webster Transcriptions)",1990,big band,https://www.youtube.com/watch?v=4M9-7ErYxkg,Perdido,Mercer Ellington - Topic,The original Ellington recording that introduced the standard,musicbrainz,4a1fa6a7-4fd6-4ac6-bf75-a7a910850549
_kkKfRNgxtc,Perdido,Juan Tizol,Ella Fitzgerald with JATP All-Stars,The Complete Jazz at the Philharmonic on Verve 1944-1949,2006,vocal with all-star jam,https://www.youtube.com/watch?v=_kkKfRNgxtc,"""Perdido"" - Charlie Parker 1949 Jazz at the Philharmonic",Phawin Phanudom,"Famous live scat showcase with Parker, Young and Eldridge",musicbrainz,32d17232-a9bd-40b1-be4d-f9d5456819b9
_kkKfRNgxtc,Perdido,Juan Tizol,Charlie Parker Quintet,"Bird’s Eyes: Last Unissued, Vol. 20",1949,saxophone quintet,https://www.youtube.com/watch?v=_kkKfRNgxtc,"""Perdido"" - Charlie Parker 1949 Jazz at the Philharmonic",Phawin Phanudom,Bebop reinterpretation by Bird,musicbrainz,a71f89b0-5c36-4db4-b958-124ddf774157
V4rKkhJYMoM,Perdido,Juan Tizol,"Dave Brubeck Quartet, Paul Desmond",The Complete Storyville Broadcasts,2014,piano quartet,https://www.youtube.com/watch?v=V4rKkhJYMoM,Perdido (feat. Paul Desmond),Dave Brubeck,Cool-jazz quartet reading with Desmond's alto,musicbrainz,a9ab8f78-6187-4b87-b09d-c58ed8114a05
0IVhMjHjrhA,Perdido,Juan Tizol,Erroll Garner Trio,Passport to Fame: Erroll Garner’s First Recordings,1952,piano trio,https://www.youtube.com/watch?v=0IVhMjHjrhA,Erroll Garner Trio - Perdido (1944),Classic Mood Experience,Swinging solo-piano-led trio version,musicbrainz,62de40d8-ffaf-4732-9578-27c187de7e95
Vi2WQkiAw-U,Perdido,Juan Tizol,Sarah Vaughan with Count Basie and His Orchestra,"Count Basie and the Stars of Birdland on Tour! Topeka, Kansas, 1955",1989,vocal with big band,https://www.youtube.com/watch?v=Vi2WQkiAw-U,"Sarah VAUGHAN "" Perdido "" !!!",JUSTASITTINANDAROCK,Vocal version backed by Basie band,musicbrainz,14a82ed1-b80b-4c8f-8733-94fa0c2af2aa
4Dhc-GAU1Po,Perdido,Juan Tizol,Art Blakey and the Giants of Jazz,Live at the 1972 Monterey Jazz Festival,2008,quintet,https://www.youtube.com/watch?v=4Dhc-GAU1Po,Art Blakey's Giants Of Jazz -  Monterey 1972  - 04 -  Perdido,All That Jazz Don Kaart,All-star hard bop summit with Gillespie and Monk,musicbrainz,9f99b1f9-0eef-4185-a3bc-857705fbb30b
7a-ZyAzVERo,Perdido,Juan Tizol,Oscar Peterson,Oscar Peterson Live!,1990,piano trio,https://www.youtube.com/watch?v=7a-ZyAzVERo,Perdido - Oscar Peterson's great Solo Version,mollegiante,Virtuosic piano trio rendition,musicbrainz,374ded7f-6bbd-460a-a0b1-b5608528701d
wKHWQ0sBGN0,Polka Dots And Moonbeams,Jimmy Van Heusen,Frank Sinatra with Tommy Dorsey and His Orchestra,Frank Sinatra & Tommy Dorsey,1976,vocal with big band,https://www.youtube.com/watch?v=wKHWQ0sBGN0,[재즈 추천곡] Frank Sinatra - Polka Dots and Moonbeams [한글자막/가사해석],WHOVIAN 자막,The original hit recording that introduced the standard,musicbrainz,1df2c644-8fee-49e7-a072-a99d5ac97331
EeRXwm50pqY,Polka Dots And Moonbeams,Jimmy Van Heusen,Lester Young Quartet,Verve Jazz Masters 30,1994,saxophone quartet,https://www.youtube.com/watch?v=EeRXwm50pqY,Lester Young Quartet - Polka Dots And Moonbeams - 1949,Lars Bang Andersen,"Lush, lyrical Prez ballad reading",musicbrainz,788c97fe-c656-44aa-ac6c-8381b3649531
FIYNT6faEFQ,Polka Dots And Moonbeams,Jimmy Van Heusen,Bud Powell,"The Amazing Bud Powell, Volume 2",1954,piano trio,https://www.youtube.com/watch?v=FIYNT6faEFQ,"Bud Powell ""Polka Dots And Moonbeams "" Piano Transcription",AT Jazz Piano Transcription,Definitive bebop piano interpretation,musicbrainz,fdb8602e-a192-477e-a1e1-f05873acb195
fq762QZki0Q,Polka Dots And Moonbeams,Jimmy Van Heusen,Sarah Vaughan and Her Trio,Sassy: 1950–1954,1993,vocal with trio,https://www.youtube.com/watch?v=fq762QZki0Q,Polka Dots and Moonbeams - Softly Jazz Madrid (Sinatra/Dorsey/Sarah Vaughan Style) 🌙,Conchita Castillo softlyjazz.es,Masterful vocal phrasing on a classic ballad,musicbrainz,22ce9f46-2cd7-4e0c-96eb-4e4fd0f70cf0
f7Mv6TW-xP8,Polka Dots And Moonbeams,Jimmy Van Heusen,Wes Montgomery,Wes Montgomery,1995,guitar quartet,https://www.youtube.com/watch?v=f7Mv6TW-xP8,Wes Montgomery - Polka Dots And Moonbeams (Official Audio),Wes Montgomery,Iconic warm-toned guitar ballad,musicbrainz,90146f5d-a71e-42a5-980d-7fff9dc0e20c
TgU5LM0IUvI,Polka Dots And Moonbeams,Jimmy Van Heusen,Bill Evans Trio,Moon Beams,1962,piano trio,https://www.youtube.com/watch?v=TgU5LM0IUvI,Bill Evans Trio - Polka Dots And Moonbeams (Remastered 2025/Official Visualizer),Bill Evans,"Introspective, harmonically rich trio version",musicbrainz,79fa625a-4079-4c13-b735-3a466a568f84
4_gwD5e1rCo,Polka Dots And Moonbeams,Jimmy Van Heusen,Wes Montgomery,Penthouse Serenade,1952,piano trio with vocal,https://www.youtube.com/watch?v=4_gwD5e1rCo,Polka Dots And Moonbeams (Remastered),Nat King Cole,Early swing-era trio version by Cole,musicbrainz,1b785db3-22fa-4af7-91d3-a86e84668823
RKBuHggtHIg,Polka Dots And Moonbeams,Jimmy Van Heusen,Dexter Gordon Quartet,The Shadow of Your Smile,1985,saxophone quartet,https://www.youtube.com/watch?v=RKBuHggtHIg,Oscar Peterson Trio &  Dexter Gordon -  Polkadots and Moonbeams,All That Jazz Don Kaart,Robust hard-bop tenor ballad,musicbrainz,4eb73eb1-49a7-4fd5-afcc-2a46a140ab69
1Re0W4-Sc5g,Prelude To A Kiss,Duke Ellington,Duke Ellington & His Orchestra,The Centenary Collection,1999,big band,https://www.youtube.com/watch?v=1Re0W4-Sc5g,Prelude to a Kiss (feat. Johnny Hodges),Duke Ellington - Topic,The composer's original landmark recording,musicbrainz,04fa33b5-93c4-4290-9363-2e95713e54fb
-owzPvMuw4o,Prelude To A Kiss,Duke Ellington,Ben Webster,Compact Jazz: Duke Ellington and Friends,1991,tenor saxophone with rhythm section,https://www.youtube.com/watch?v=-owzPvMuw4o,Prelude To A Kiss,Ben Webster - Topic,Definitive lush ballad reading by Ellington's star tenor,musicbrainz,9dbf958b-bd19-4302-bc00-5bd9d322e473
4OqCJKLHF3g,Prelude To A Kiss,Duke Ellington,Johnny Hodges and His Orchestra,"The Chronological Classics: Duke Ellington and His Orchestra 1938, Volume 3",1993,small group with alto saxophone,https://www.youtube.com/watch?v=4OqCJKLHF3g,Johnny Hodges - Prelude to a Kiss (1938),Overjazz,Hodges' creamy alto on an Ellington classic,musicbrainz,a2307d4e-dd77-4c90-95ba-2444fc053694
hyGkEFAe_0U,Prelude To A Kiss,Duke Ellington,Billie Holiday,Lady in Autumn: The Best of the Verve Years,1991,vocal with orchestra,https://www.youtube.com/watch?v=hyGkEFAe_0U,Billie Holiday & Her Orchestra - Prelude To A Kiss (Clef Records 1955),RoundMidnightTV,Early vocal interpretation by Lady Day,musicbrainz,14ecc81f-93b9-476d-98c2-03bf37fbc73b
7JpOhKJsEMs,Prelude To A Kiss,Duke Ellington,Oscar Peterson Trio,The Complete Clef/Mercury Studio Recordings of the Oscar Peterson Trio (1951–1953),2008,piano trio,https://www.youtube.com/watch?v=7JpOhKJsEMs,Prelude To A Kiss,Oscar Peterson (The Estate of Oscar Peterson),Polished piano-trio version from the Ellington songbook,musicbrainz,9aa97ac8-8ff9-4c00-b35f-f79642f2ad8c
J8QSoETcnUg,Prelude To A Kiss,Duke Ellington,Sonny Rollins,Old Flames,1993,tenor saxophone quartet,https://www.youtube.com/watch?v=J8QSoETcnUg,Sonny Rollins - Prelude To A Kiss (Official Audio),Sonny Rollins,Robust tenor saxophone treatment,musicbrainz,1e4b2773-5b95-451c-a5f4-2eff36c93220
Syx3uBdXu4g,Prelude To A Kiss,Duke Ellington,Mal Waldron & Steve Lacy,Sempre amore,1987,piano and soprano saxophone duo,https://www.youtube.com/watch?v=Syx3uBdXu4g,Prelude To A Kiss,Mal Waldron - Topic,Intimate duo exploration of Ellington-Strayhorn,musicbrainz,d98dec98-492a-48b1-b7b8-ea656c29279c
jOFgCGrTrCE,Prelude To A Kiss,Duke Ellington,Brad Mehldau,Introducing Brad Mehldau,1995,solo piano,https://www.youtube.com/watch?v=jOFgCGrTrCE,Prelude to a Kiss,Brad Mehldau,Modern introspective piano interpretation,musicbrainz,76653ab6-ec7f-4731-b5f1-c7156916134f
IrAfjW5qiyo,Round Midnight,Thelonious Monk,Thelonious Monk,’Round About Midnight / Well You Needn’t,1948,quintet,https://www.youtube.com/watch?v=IrAfjW5qiyo,'Round Midnight,Thelonious Monk,The composer's definitive early recording of his signature tune,musicbrainz,9ab56bd7-8152-421c-afaf-98b402c567b2
Ys9wiGNDCvA,Round Midnight,Thelonious Monk,Miles Davis Quintet,’Round About Midnight,1957,quintet,https://www.youtube.com/watch?v=Ys9wiGNDCvA,Miles Davis - 'Round Midnight (Audio) (Official Audio),Miles Davis,Landmark Columbia version with Coltrane and Gil Evans-inspired arrangement,musicbrainz,0ba4f516-252b-45cd-a6b5-1de7bf843769
eeCghFp7v6U,Round Midnight,Thelonious Monk,Dizzy Gillespie,’round About Midnight / Yardbird Suite,1946,sextet,https://www.youtube.com/watch?v=eeCghFp7v6U,Round About Midnight (feat. Tempo Jazzmen),Release - Topic,Influential early bebop reading that helped popularize the tune,musicbrainz,29fd128e-6177-4bb5-bad4-3a8ed56b01e9
WetLy2fu_QU,Round Midnight,Thelonious Monk,Bud Powell,Live in Lausanne 1962,2002,solo piano,https://www.youtube.com/watch?v=WetLy2fu_QU,Round Midnight,Bud Powell Trio - Topic,Definitive bebop piano interpretation,musicbrainz,cf4759e5-7d4c-4650-84fd-b4950e88b1f1
m3LtQzyGQU8,Round Midnight,Thelonious Monk,Bill Evans Trio,"Bill Evans Trio at Shelly's Manne-Hole, Hollywood, California",1997,piano trio,https://www.youtube.com/watch?v=m3LtQzyGQU8,Bill Evans Trio - 'Round Midnight (Official Visualizer),Bill Evans,"Lyrical, harmonically rich piano-trio treatment",musicbrainz,6ba96cb1-630d-40ca-b307-220ff4ec8ab1
MOm17yw__6U,Round Midnight,Thelonious Monk,Wes Montgomery,The Wes Montgomery Trio,1959,guitar trio,https://www.youtube.com/watch?v=MOm17yw__6U,Wes Montgomery - Round Midnight,jazzytaka,Notable guitar interpretation of the ballad,musicbrainz,ff1981d8-ed71-494b-9b8e-f1305577f030
l11fLjI6cXM,Round Midnight,Thelonious Monk,Sarah Vaughan,Sarah Sings Soulfully,1965,vocal with orchestra,https://www.youtube.com/watch?v=l11fLjI6cXM,Sarah Vaughan “Round Midnight” (1973),SassysBlues,Major vocal interpretation of the standard,musicbrainz,06009a5a-1d78-4531-bbd0-c38f56db464b
K0__EpMZS6g,Round Midnight,Thelonious Monk,Art Blakey & The Jazz Messengers,"En concert avec Europe 1: Olympia, 13 Mai 1961",1993,quintet,https://www.youtube.com/watch?v=K0__EpMZS6g,Round About Midnight,Art Blakey,Hard-bop ensemble version featuring Wayne Shorter,musicbrainz,eb4cf40c-9c6e-4a92-9d57-eafb71078aee
wTFPV1pk654,Satin Doll,"Duke Ellington,Billy Strayhorn",Duke Ellington & His Orchestra,The Complete Capitol Recordings of Duke Ellington,1999,big band,https://www.youtube.com/watch?v=wTFPV1pk654,Duke Ellington - Satin Doll (1962)  [official video],StoryvilleRecords,The composer's definitive original recording of his signature tune,musicbrainz,a727e646-dd44-49f5-9222-9de18f5da3f6
ThpNKAZWKak,Satin Doll,"Duke Ellington,Billy Strayhorn",Ella Fitzgerald & Duke Ellington,Côte d’Azur Concerts on Verve,1998,vocal with big band,https://www.youtube.com/watch?v=ThpNKAZWKak,Ella Fitzgerald &  Duke Ellington -  Satin Doll,All That Jazz Don Kaart,Definitive vocal reading paired with the composer's orchestra,musicbrainz,059f999d-31bb-41c2-8263-a5a2f77b9a06
LYKD_c3Gsd8,Satin Doll,"Duke Ellington,Billy Strayhorn",The Oscar Peterson Trio,"Ljubljana, 1964",1996,piano trio,https://www.youtube.com/watch?v=LYKD_c3Gsd8,Satin Doll (Live),Oscar Peterson (The Estate of Oscar Peterson),Swinging trio benchmark with Ray Brown and Ed Thigpen,musicbrainz,b91a3ca5-06a3-466c-a45f-b229519f250e
vtksZaZac44,Satin Doll,"Duke Ellington,Billy Strayhorn",Wes Montgomery Trio,A Dynamic New Sound: Guitar/Organ/Drums,1987,guitar trio,https://www.youtube.com/watch?v=vtksZaZac44,Wes Montgomery Trio - Satin Doll (Official Audio),Wes Montgomery,Influential guitar-organ trio interpretation,musicbrainz,dc948b74-63ff-4936-bc8e-f13e0240df93
hDJ6d5dvs8k,Satin Doll,"Duke Ellington,Billy Strayhorn","Jimmy Smith, Kenny Burrell, Grady Tate",Organ Grinder Swing,1965,organ trio,https://www.youtube.com/watch?v=hDJ6d5dvs8k,Satin Doll,Jimmy Smith - Topic,Soulful Hammond organ treatment,musicbrainz,6d569c8b-3483-44ca-b5e7-8f14edcedb63
O0vdCOvJSc0,Satin Doll,"Duke Ellington,Billy Strayhorn",Carmen McRae,The Great American Songbook,1990,vocal with combo,https://www.youtube.com/watch?v=O0vdCOvJSc0,"Carmen McRae: ""Satin Doll""",lapp9999,Sophisticated vocal phrasing of the standard,musicbrainz,8170c87f-f870-4948-9054-bf4fc86df209
hMvMuSpsNmE,Satin Doll,"Duke Ellington,Billy Strayhorn",Joe Pass,The Best Of,1991,solo guitar,https://www.youtube.com/watch?v=hMvMuSpsNmE,Satin Doll by JOE PASS - Transcription (w/Tabs),DW Scores,Masterful solo guitar arrangement,musicbrainz,d6716c24-a268-4d61-a836-4a51d8444691
L2Gjk_M07gc,Satin Doll,"Duke Ellington,Billy Strayhorn",Ben Webster,Ben Webster Meets Bill Coleman,1989,tenor saxophone quartet,https://www.youtube.com/watch?v=L2Gjk_M07gc,Ben Webster - Satin Doll,Jazz Everyday!,"Warm, breathy tenor ballad treatment",musicbrainz,25dbb4f9-a524-42fe-9ccf-1c1a7afd4767
93nPmG-mqu8,Scrapple From The Apple,Charlie Parker,Charlie Parker Quintet,The Dial Masters - Original Choice Takes,1995,quintet,https://www.youtube.com/watch?v=93nPmG-mqu8,Charlie Parker Quintet - Scrapple From The Apple - 1947,Lars Bang Andersen,"Parker's original 1947 recording, the definitive version",musicbrainz,07cbe345-ea21-4a28-8a7c-9b152a88778b
WV7DqgWEfvM,Scrapple From The Apple,Charlie Parker,"Charlie Parker, Al Haig, Roy Haynes, Red Rodney, Tommy Potter","Bird at St. Nick's, Volume 1",1957,quintet,https://www.youtube.com/watch?v=WV7DqgWEfvM,Scrapple From The Apple - Charlie Parker,Greg Tibbits,Classic Bird quintet rendition with Red Rodney,musicbrainz,294da0cf-0470-43f5-a006-2180903ad5a2
9Y6P44-C2VY,Scrapple From The Apple,Charlie Parker,Wardell Gray,"Wardell Gray Memorial, Volume 2",1955,quintet,https://www.youtube.com/watch?v=9Y6P44-C2VY,Scrapple From The Apple,Wardell Gray - Topic,Notable early tenor saxophone take on the bebop line,musicbrainz,5f2b02e9-c897-4677-86f2-bed31d81644a
ToE_9UwG3ag,Scrapple From The Apple,Charlie Parker,"Stan Getz, Gerry Mulligan",Mulligan And Getz And Desmond,1980,two saxophones with rhythm,https://www.youtube.com/watch?v=ToE_9UwG3ag,Scrapple from the Apple (feat. Stan Getz) (Remastered),Gerry Mulligan - Topic,Cool-toned tenor and baritone summit meeting,musicbrainz,b05ceb53-ce1a-467f-a98f-fb43d45f402d
GxNpT2oNcBc,Scrapple From The Apple,Charlie Parker,"Bill Evans, Warne Marsh, Jimmy Garrison, Paul Motian",Live at the Half Note,2008,quintet,https://www.youtube.com/watch?v=GxNpT2oNcBc,Scrapple from the Apple,Lee Konitz - Topic,Lyrical Evans-Marsh reading of the standard,musicbrainz,5631f2ba-4534-4c52-a7b1-23b38ba69701
c1YV8wmgQRQ,Scrapple From The Apple,Charlie Parker,The Oscar Peterson Trio,At Baker’s Keyboard Lounge: The Complete Recordings,2026,piano trio,https://www.youtube.com/watch?v=c1YV8wmgQRQ,"Sonny Stitt (w/ the Oscar Peterson Trio) - ""Scrapple From The Apple"" (Transcription)",Edmund B,Virtuosic swinging piano trio version,musicbrainz,49f27149-75f1-4230-9039-e51fcda886e5
