performer,title,tempoclass,rhythmfeel,key,signature,chord_changes
David Liebman,Secret Love,UP,LATIN,Eb-maj,4/4,"A1: ||Ebj7   |F-7/Bb   |Ebj7   |F-7/Bb   |Eb7 Ab7 |G-7 C7 |F-7   |Bb7   |F-7   |Bb7   |F-7   |Bb7   |F-7   |Bb7   |Ebj7   |F-7 Bb7 ||
A2: ||Ebj7   |F-7/Bb   |Ebj7   |F-7/Bb   |Eb7 Ab7 |G-7 C7 |F-7   |Bb7   |F-7   |Bb7   |F-7   |Bb7   |F-7   |Bb7   |Ebj7   |Dm7b5 G7 ||
B1: ||C-7   |F7   |Bbj7   |Bbj7   |Bb-7   |Eb7   |Abj7   |Ab-7 Db7 ||
C1: ||Ebj7   |F-7/Bb   |Fm7b5   |C79#   |F-7   |Bb7   |Ebj7   |Ebj7   ||"
Charlie Parker,Segment,UP,SWING,Bb-min,4/4,"A1: ||Bb-6   |C-7 F79b |Bb-6   |C-7 F79b |Bb-6   |Cm7b5 F79b |Bb-6   |F+7   ||
A2: ||Bb-6   |C-7 F79b |Bb-6   |C-7 F79b |Bb-6   |C-7 F79b |Bb-6   |Bb-6   ||
B1: ||F-7   |Bb7   |Eb-   |Eb-   |Eb-   |Ab7   |Db   |F79b   ||
A3: ||Bb-6   |C-7 F79b |Bb-6   |C-7 F79b |Bb-6   |Cm7b5 F79b |Bb-6   |F+7   ||"
Steve Coleman,Segment,UP,SWING,Bb-min,4/4,"A1: ||Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   ||
A2: ||Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   ||
B1: ||Bb7   |Bb7   |Eb7   |Eb7   |Ab7   |Ab7   |Db7   |Db7   ||
A3: ||Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus   |Bbsus  ||"
Eric Dolphy,Serene,SLOW,SWING,Eb-maj,4/4,A1: ||Ebj7   |Ab7911#   |Db7   |Eb7   |Ab7   |D7alt   |Ebj7   |Db-7 Gb7 |Fm7b5   |Bb7alt B-7 E7|Ab7911#   |Ab7911#   ||
Kenny Dorham,Serenity,MEDIUM UP,SWING,Eb-maj,4/4,A1: ||Dm7b5   |G+7   |Abj7 Gbj7 |E-7 A7 |F-7 Bb7 |Ebj7 Dm7b5 G7|C-7 C-7/Bb |Ab-7 Db7 |G+7 Gb7 |F7   |Ej7   |F-7 Bb+7 |Ebj7   |Dm7b5 G+7 ||
Joe Henderson,Serenity,MEDIUM UP,SWING,Eb-maj,4/4,A1: ||Dm7b5 NC  |G+7   |Abj7 Gbj7 |E-7 A7 |F-7 Bb7 |Ebj7 Dm7b5 G7|C-7 C-7/Bb |Ab-7 Db7 |G+7 Gb7 |F7   |Ej7   |F-7 Bb+7 |Ebj7   |Dm7b5 G+7 ||
Bix Beiderbecke,Singin the Blues,MEDIUM,TWOBEAT,Eb-maj,4/4,"A1: ||F-7   |F-7 Bb7 |Eb   |Eb Ab Eb Ebo|Bb7   |Bb7   |Eb   |Eb Ebo Eb||
B1: ||G7  D-7|G7 Co Fo|C7   |C7   |C- C-7 |F7   |Bb7   |Bb7  Ebo||
C1: ||F-7   |F-7 Bb7 |Eb   |Eb Fo Ebo|Eo   |Eo C7 |F-  C7|F- C7 F-|F-7   |Ebo   |Eb   |Eo C7 |F7   |F7 Bb7 |Eb   |Eb   ||"
Lester Young,Six Cats and a Prince,UP,SWING,Bb-maj,4/4,"A1: ||Bbj7   |Bbj7   |Bo   |Bo   |C-7   |F7   |Bbj7   |F7   ||
A2: ||Bbj7   |Bbj7   |Bo   |Bo   |C-7   |F7   |Bbj7   |Bbj7   ||
B1: ||Bb7   |Bb7   |Eb7   |Eb7   |C7   |C7   |F7   |F7   ||
A3: ||Bbj7   |Bbj7   |Bo   |Bo   |C-7   |F7   |Bbj7   |F7   ||"
Dickie Wells,Six Cats and a Prince,UP,SWING,Bb-maj,4/4,"A1: ||Bbj7   |Bbj7   |Bo   |Bo   |C-7   |F7   |Bbj7   |F7   ||
A2: ||Bbj7   |Bbj7   |Bo   |Bo   |C-7   |F7   |Bbj7   |Bbj7   ||
B1: ||Bb7   |Bb7   |Eb7   |Eb7   |C7   |C7   |F7   |F7   ||
A3: ||Bbj7   |Bbj7   |Bo   |Bo   |C-7   |F7   |Bbj7   |Bbj7   ||
I1: ||Bbj7   ||"
Steve Lacy,Skippy,UP,SWING,Ab-maj,4/4,"A1: ||D7 G7 |C7 F7 |Bb7 A7 |Ab7 Db7 |Gb7 F7 |Bb7 A7 |Ab7   |G7   |Gb7 F7 |E7 Eb7 |Ab7 G7 |Gb7 F7 |Bb7 A7 |Ab7 Db7 |F#7 B7 |E7 A7 ||
B1: ||D7 G7 |C7 F7 |Bb7 A7 |Ab7 Db7 |Gb7 F7 |Bb7 A7 |Ab7 Db7 |Gb7   |Db7 C7 B7 Bb7|A7 Ab7 G7 Gb7|B7 Bb7 A7 Ab7|G7 Gb7 F7 E7|Bb-7 Eb7 |Bb-7 Eb7 |Bb-7 Eb7 |Ab   ||"
Kenny Wheeler,Slipped again,MEDIUM,SWING,F-maj,4/4,A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |A-7 D7 |G-7   |C7   |F7   |G-7 C7 ||
Steve Coleman,Slipped again,MEDIUM,SWING,F-maj,4/4,A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |A-7 D7 |G-7   |C7   |F7   |G-7 C7 ||
Miles Davis,So What,MEDIUM,SWING,D-maj,4/4,"A1: ||D-   |D-   |D-   |D-   |D-   |D-   |D-   |D-   ||
A2: ||D-   |D-   |D-   |D-   |D-   |D-   |D-   |D-   ||
B1: ||Eb-   |Eb-   |Eb-   |Eb-   |Eb-   |Eb-   |Eb-   |Eb-   ||
A3: ||D-   |D-   |D-   |D-   |D-   |D-   |D-   |D-   ||"
Cannonball Adderley,So What,MEDIUM UP,SWING,D-dor,4/4,"A1: ||D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   ||
A2: ||D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   ||
B1: ||Eb-7   |Eb-7   |Eb-7   |Eb-7   |Eb-7   |Eb-7   |Eb-7   |Eb-7   ||
A3: ||D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   ||"
John Coltrane,So What,MEDIUM UP,SWING,D-maj,4/4,"A1: ||D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   ||
A2: ||D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   ||
B1: ||Eb-7   |Eb-7   |Eb-7   |Eb-7   |Eb-7   |Eb-7   |Eb-7   |Eb-7   ||
A3: ||D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   ||"
Dexter Gordon,Society Red,MEDIUM,SWING,Bb-maj,4/4,A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |D7   |G-7   |C7   |F7   |F7   ||
Freddie Hubbard,Society Red,MEDIUM,SWING,F-maj,4/4,A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |D79b   |G-7   |C7   |A-7 D-7 |Gm7b5 C7 ||
David Liebman,Softly as in a Morning Sunrise,UP,SWING,C-min,4/4,"A1: ||C-   |C-   |C-   |C-   |C-   |C-   |C-   |C-   ||
A2: ||C-   |C-   |C-   |C-   |C-   |C-   |C-   |C-   ||
B1: ||Eb79#   |Eb79#   |C79#   |C79#   |Ab7alt   |Ab7alt   |G7alt   |G7alt   ||
A3: ||C-   |C-   |C-   |C-   |C-   |C-   |C-   |C-   ||"
Milt Jackson,Softly as in a Morning Sunrise,MEDIUM,SWING,C-min,4/4,"A1: ||C-7   |Dm7b5 G7 |C-7   |Dm7b5 G7 |C-7   |Dm7b5 G7 |C-7   |Dm7b5 G7 ||
A2: ||C-7   |Dm7b5 G7 |C-7   |Dm7b5 G7 |C-7   |Dm7b5 G7 |C-7   |F-7 Bb7 ||
B1: ||Ebj7   |Gm7b5   |C7   |C79b   |F-   |C7 Ab7911# |D-/G   |G7   ||
A3: ||C-7   |Dm7b5 G7 |C-7   |Dm7b5 G7 |C-7   |Dm7b5 G7 |C-7   |G79   ||"
Michael Brecker,Song for Bilbao,UP,SWING,C-maj,,"A1: ||C7   |C7   |C7   |C7   |Ab7   |Ab7   |C7   |C7   ||
A2: ||C7   |C7   |C7   |C7   |Ab7   |Ab7   |C7   |C7   ||
B1: ||A-7 Bbj7|G-7 Abj7|F-7 G-7|A-7 B-7||
A3: ||C7   |C7   |C7   |C7   |Ab7   |Ab7   |C7   |C7   ||"
Coleman Hawkins,Sophisticated Lady,SLOW,SWING,Ab-maj,4/4,"A1: ||Bb-7   |Gb7 F7 E7 Eb7|Abj7   |Ab7 G7 Gb7 F7|Bb7   |Bb-7 Eb7 |Abj7   |Ab7 F79b ||
A2: ||Bb-7   |Gb7 F7 E7 Eb7|Abj7   |Ab7 G7 Gb7 F7|Bb7   |Bb-7 Eb7 |Abj7   |Ab7911# D79b ||
B1: ||Gj7 E-7 |A-7 D7 |G7 G#o7 |A-7 D7 |Gj7 E-7 |A-7 D7 |G7 C-7 |Eb7 Cm7b5 F79b||
A3: ||Bb-7   |Gb7 F7 E7 Eb7|Abj7   |Ab7 G7 Gb7 F7|Bb7   |Bb-7 Eb7 |Abj7   |Ab7 F79b ||
B2: ||Gj7 B-7 |A-7 F7 D7 Eb7|G7 G#o7 |A-7 G7 D7 F7|Gj7 E-7 |A-7 D7 |G7 C-7 |Eb7 Cm7b5 F79b||
A4: ||Bb-7   |Gb7 F7 E7 Eb7|Abj7   |Ab7 G7 Gb7 F7|Bb7   |Bb-7 Eb7 |Abj7   |Abj7   ||
I1: ||Abj7   ||"
Hank Mobley,Soul Station,MEDIUM SLOW,SWING,Eb-maj,4/4,"A1: ||Eb7   |Eb7   |Eb7   |Eb7   |Ab7   |Ab7   |Bb7   |Bb7   ||
B1: ||Eb7   |Bb-7 Eb7 |Ab7   |Ao   |Eb7 C7 |F-7 Bb7 |Eb7   |Eb7   ||"
John Coltrane,Soultrane,MEDIUM SLOW,SWING,Eb-maj,4/4,"A1: ||Ebj7   |Gm7b5 C7 |F-7   |Db7   |Ab-7 Db7 Do|Ebj7 G7 C7|F7 Bb7 |G-7 C7 F-7 Bb7||
A2: ||Ebj7   |Gm7b5 C7 |F-7   |Db7   |Ab-7 Db7 Do|Ebj7 G7 C7|F7 Bb7 |Ebj7 Am7b5 D7||
B1: ||G-7   |Am7b5 D7 |G-7   |C7 B7 |Bbj7 G-7 |Cm7b5 F7 |F-7/Bb Bbo |B7 Bb7 E7||
A3: ||Ebj7   |Gm7b5 C7 |F-7   |Db7   |Ab-7 Db7 Do|Ebj7 G7 C7|F7 Bb7 |Ebj7   ||"
Wayne Shorter,Speak No Evil,MEDIUM UP,SWING,C-min,4/4,"A1: ||C-7   |Dbj7   |C-7   |Dbj7   |C-7   |Dbj7   |C-7   |Dbj7   |E-7911 A+7 |D-7911 G+7 |Am7b5   |Bb-7   |Am7b5   |Bb-7   ||
A2: ||C-7   |Dbj7   |C-7   |Dbj7   |C-7   |Dbj7   |C-7   |Dbj7   |E-7911 A+7 |D-7911 G+7 |Am7b5   |Bb-7   |Am7b5   |Bb-7   ||
B1: ||C-7  Ab7|Ab7   |G-7  Gbm7b5|Gbm7b5   |F-7  Bbm7b5|Bbm7b5   |Eb7  Db7|Db7   ||
A3: ||C-7   |Dbj7   |C-7   |Dbj7   |C-7   |Dbj7   |C-7   |Dbj7   |E-7911 A+7 |D-7911 G+7 |Am7b5   |Bb-7   |Am7b5   |Bb-7   ||"
Freddie Hubbard,Speak No Evil,MEDIUM UP,SWING,C-min,4/4,"A1: ||C-7   |Dbj7   |C-7   |Dbj7   |C-7   |Dbj7   |C-7   |Dbj7 Eb-7 |E-7911 C-7 |D-7911 Bb-7 |A7alt   |Bb-7   |A7alt   |Bb-7   ||
A2: ||C-7   |Dbj7   |C-7   |Dbj7   |C-7   |Dbj7   |C-7   |Dbj7 Eb-7 |E-7911 C-7 |D-7911 Bb-7 |A7alt   |Bb-7   |A7alt   |Bb-7   ||
B1: ||Am7b5   |Ab7   |G-7   |Gb7   |F-7   |Bb7   |Ebj79#11#   |Dbj7911#   ||
A3: ||C-7   |Dbj7   |C-7   |Dbj7   |C-7   |Dbj7   |C-7   |Dbj7 Eb-7 |E-7911 C-7 |D-7911 Bb-7 |A7alt   |Bb-7   |A7alt   |Bb-7   ||"
Roy Eldridge,St. Louis Blues,UP,SWING,G-maj,4/4,"A1: ||G-   |G-   |D7   |D7   |D7   |D7   |G-   |G- D7 ||
A2: ||G-   |G-   |D7   |D7   |D7   |D7   |G- A7 |D7   ||
B1: ||G   |G   |G   |G7   |C7   |C7 D7 |G   |G   |D7   |A7 D7 |G   |D7   ||
B2: ||G   |G   |G   |G7   |C7   |C7 D7 |G   |G   |D7   |A7 D7 |G   |D7   ||
B3: ||G   |G   |G   |G7   |C7   |C7 D7 |G   |G   |D7   |A7 D7 |G   |G7   |G7   ||"
Sonny Rollins,St. Thomas,UP,LATIN,C-maj,4/4,"A1: ||C69   |E-7 A7 |D-7 G7 |C69   |C69   |E-7 A7 |D-7 G7 |C69   ||
B1: ||Em7b5   |A79#   |D-7   |G7   |C69 C7/E |F F#o |C/G G7 |C79   ||"
Sonny Rollins,St. Thomas,UP,LATIN,C-maj,4/4,"A1: ||C69   |E-7 A7 |D-7 G7 |C69   |C69   |E-7 A7 |D-7 G7 |C69   ||
B1: ||Em7b5   |A79#   |D-7   |G7   |C69 C7 |Fj7 F#o |C/G G7 |C79   ||"
Dexter Gordon,Stanley the Steamer,UP,SWING,Bb-maj,4/4,A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |D-7 G7 |C-7   |F7   |Bb7   |F7   ||
Charlie Parker,Star Eyes,MEDIUM,SWING,Eb-maj,4/4,"A1: ||Ebj7   |F-7 Bb7 |Ebj7   |Eb-7 Ab7 |Dbj7   |Gm7b5 C+7 |Fj7   |Fm7b5 Bb7 ||
A2: ||Ebj7   |F-7 Bb7 |Ebj7   |Eb-7 Ab7 |Dbj7   |Gm7b5 C+7 |Fj7   |Fm7b5 Bb7 Eb7||
B1: ||Abj7   |Abj7   |Ab-7   |Db7   |Gbj7   |Gbj7   |Fm7b5   |Bb7 Bb7913 ||
A3: ||Ebj7   |F-7 Bb7 |Ebj7   |Eb-7 Ab7 |Dbj7   |Gm7b5 C+7 |Fj7   |Fm7b5 Bb7 |Eb7 D7 |Db7 C7 |F-7 Bb7 |Eb6   ||"
Cannonball Adderley,Star Eyes,UP,SWING,Eb-maj,4/4,"A1: ||Ebj7   |F- Bb7 |Ebj7   |Eb- Ab7 |Dbj7   |Go C7 |Fj7   |Fo Bb7 ||
A2: ||Ebj7   |F- Bb7 |Ebj7   |Eb- Ab7 |Dbj7   |Go C7 |Fj7   |Bb79 Eb7 ||
B1: ||Abj7   |Abj7   |Ab-   |Db7   |Gbj7   |Gbj7   |F-   |Bb7   ||
C1: ||Ebj7   |F- Bb7 |Ebj7   |Eb- Ab7 |Dbj7   |Go C7 |Fj7   |Bb79   |Eb7 D7 |C7 F- |Bb7 Ebj7 |Bb7   ||"
Art Pepper,Stardust,SLOW,BALLAD,Eb-maj,4/4,"B1: ||Ab6   |Ab6   |Ab-6   |Db7   |Ebj7   |G-7 C7 |F-7   |F-7   |Ab-7   |Db7   |Eb C-7 |G-7 C7 |F-7   |Bb7   |Eb7   |Ab7   ||
C1: ||Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   |Ab7   |Eb7   ||"
Art Pepper,Stardust,SLOW,BALLAD,Eb-maj,4/4,"A1: ||Ab6   |Ab6   |Ab-6   |Ab-6 Db7 |Eb F-7 |G-7 C7 |F-7  Eo7|F-7   |Bb7 Bbo |F-7 Bb7 |Ebj7   |G-7 C-7 |F79   |C-7 F7 |Bb7 Bbsus7 |Bbo7 Bb7 Eb+7||
B1: ||Ab6   |Ab6   |Ab-6   |Ab-6 Db7 |Eb   |G-7 C7 |F-7  Eo|F-7   |Ab-7   |Db7913   |Ebj7 C-7 |G-7 C7 |F-7   |Bb7   |Eb6   |Bb-7 Eb7 ||"
Charlie Parker,Steeplechase,MEDIUM UP,SWING,Bb-maj,,"A1: ||Bbj7 G7 |C-7 F7 |Bbj7 G7 |C-7 F7 |Bbj7 Bb7 |Eb6 Eb-7 |Bbj7 G7 |C-7 F7 Bbj7 ||
A2: ||Bb G7 |C-7 F7 |Bbj7 G7 |C-7 F7 |Bbj7 Bb7 |Eb6 Eb-7 |Bbj7 G7 |C-7 F7 Bbj7 ||
B1: ||D7   |D7   |G7   |G7   |C7   |C7   |F7   |F7   ||
A3: ||Bbj7 G7 |C-7 F7 |Bbj7 G7 |C-7 F7 |Bbj7 Bb7 |Eb6 Eb-7 |Bbj7 G7 |C-7 F7 Bbj7 ||"
Woody Shaw,Stepping Stone,UP,SWING,F-maj,4/4,"A1: ||F7   |F7   |F7   |F7   |F7   |F7   |F7   |F7   |F7   |F7   |F7   |F7   |F7   |F7   |F7   |F7   ||
B1: ||Bb7   |Bb7   |Bb7   |Bb7   |Bb7   |Bb7   |Bb7   |Bb7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   ||"
Woody Shaw,Steve's Blues,UP,SWING,F-maj,4/4,A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |A-7 D7 |G-7   |C7   |F7   |C7   ||
Steve Turre,Steve's Blues,UP,SWING,F-maj,4/4,A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |A-7 D7 |G-7   |C7   |F7   |C7   ||
Coleman Hawkins,Stompin' at the Savoy,UP,SWING,Db-maj,4/4,"A1: ||G D7 G|C79   |G   |G G#o |D7   |D7   |G   |A- D7 ||
A2: ||G D7 G|C79   |G   |G G#o |D7   |D7   |G   |G   ||
B1: ||C   |D7   |C G |G   |E-   |A79   |A-7 D7 |D7   ||
A3: ||G D7 G|C79   |G   |G G#o |D7   |D7   |G C D|A-7 D7 ||"
Clifford Brown,Stompin' at the Savoy,MEDIUM UP,SWING,Db-maj,4/4,"A1: ||Dbj7   |Dbj7 Ab7 |Dbj7   |Dbj7 Do |Eb-7   |Ab7   |Db6 Bb-7 |Eb-7 Ab7 ||
A2: ||Dbj7   |Dbj7 Ab7 |Dbj7   |Dbj7 Do |Eb-7   |Ab7   |Db6   |Db7   ||
B1: ||Gb7 G7 |Gb7   |B7 C7 |B7   |E7 F7 |E7   |A7   |Ab7   ||
A3: ||Dbj7   |Dbj7 Ab7 |Dbj7   |Dbj7 Do |Eb-7   |Ab7   |Db6   |Eb-7 Ab7 ||"
Phil Woods,Strollin' with Pam,MEDIUM,SWING,Eb-maj,4/4,A1: ||Eb7   |Ab7   |Eb7   |Eb7   |Ab7   |Ab7   |Eb7   |D-7 G7 |C-7   |F7   |Eb7 C7 |F-7 Bb7 ||
Sidney Bechet,Summertime,MEDIUM SLOW,TWOBEAT,G-min,4/4,"A1: ||G- D7 |G- D7 |G- D7 |G- G7 |C-   |C-   |Am7b5   |D7   ||
B1: ||G-   |G-   |G-   |C-7 F7 |Bbj7 Eb7 |Am7b5 D7 |G-   |Am7b5 D7 ||"
Benny Carter,Sweet Lorraine,MEDIUM SLOW,SWING,G-maj,4/4,"A1: ||Gj7 F7 E7 |A-7 D7 Ebo|E-7 D-7 G7|C7 B7 |E7 A7 |A-7 D7 |Gj7 F7 E7 |A7 D7 ||
A2: ||Gj7 F7 E7 |A-7 D7 Ebo|E-7 D-7 G7|C7 B7 |E7 A7 |A-7 D7 |G6 C7 Dbo|G6/D G7 Db7||
B1: ||Cj7 Bm7b5 E7|A-7 Ab7 G-7 C7|F7 E7 |A-7 Ab7 G-7 C7|F7 E7 |Eb7911# D7 |F7 E7 |Eb7911# D7 ||
A3: ||Gj7 F7 E7 |A-7 D7 Ebo|E-7 D-7 G7|C7 B7 |E7 A7 |A-7 D7 |G6 F7 E7 |A7 D7 ||"
Joshua Redman,Sweet Sorrow,SLOW,BALLAD,G-min,6/8,"A1: ||G-j7   |G-j7   |G-j7   |G-j7   |G-j7   |G-j7   |G-j7   |G-j7   |Eb7 Ab-6/Eb |Eb7 Ab-6/Eb |Eb7 Ab-6/Eb |Eb7 Ab-6/Eb |Eb7 Ab-6/Eb |Eb7 Ab-6/Eb |Eb7 Ab-6/Eb |Eb7 Ab-6/Eb ||
A2: ||G-j7   |G-j7   |G-j7   |G-j7   |G-j7   |G-j7   |G-j7   |G-j7   |Eb7 Ab-6/Eb |Eb7 Ab-6/Eb |Eb7 Ab-6/Eb |Eb7 Ab-6/Eb |Db7911# C-7 |B+7 Eb/Bb |Am7b5 D79# |G-j7   |G-j7   |G-j7   |G-j7   |G-j7 NC ||"
Don Ellis,Sweet and Lovely,MEDIUM,SWING,C-maj,4/4,"A1: ||G-7   |C7   |G-7   |C7   |F7   |Bbj7 Eb7 |Cj7 G7 |C6   ||
A2: ||G-7   |C7   |G-7   |C7   |F7   |Bbj7 Eb7 |Cj7 G7 |C6   ||
B1: ||F-7 Bb7 |Cj7   |F-7 Bb7 |Cj7   |Ab-7 Db7 |Ebj7   |Eb-7 Ab7 |D-7 G7 ||
A3: ||G-7   |C7   |G-7   |C7   |F7   |Bbj7 Eb7 |Cj7 G7 |C6   ||"
Steve Coleman,Take the Coltrane,UP,SWING,F-maj,4/4,A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |F7   |G7   |C7   |F7   |C7   ||
Lee Konitz,Tautology,UP,SWING,F-maj,4/4,"A1: ||F   |F7   |A-   |D7   |G-   |C7   |Fj7   |Fj7   ||
B1: ||Cj7911# Bb7911# |Ab7911# Gbj7911# |Fj7   |D7   |G-   |C7   |Fj7   |Fj7   ||
C1: ||Bb-7   |Eb7   |Bbo Bb-7 |Ab   |A-7   |D7   |G7   |C7   ||
A2: ||F   |F7   |A-   |D7   |G-   |C7   |Fj7   |Fj7   ||"
Warne Marsh,Tautology,UP,SWING,F-maj,4/4,"A1: ||F   |F7   |A-   |D7   |G-   |C7   |Fj7   |Fj7   ||
B1: ||Cj7911# Bb7911# |Ab7911# Gbj7911# |Fj7   |D7   |G-   |C7   |Fj7   |Fj7   ||
C1: ||Bb-7   |Eb7   |Bbo Bb-7 |Ab   |A-7   |D7   |G7   |C7   ||
A2: ||F   |F7   |A-   |D7   |G-   |C7   |Fj7   |Fj7   ||"
J.J. Johnson,Teapot,UP,SWING,F-maj,4/4,"A1: ||F7   |C7   |F7   |F7   |Bb7   |Bb7   |Bb7   |Bb7   |Bb-7   |Eb7   |Bb-7   |Eb7   |Ab6   |Ab6   |Bb-7 Eb7 |Ab6 C7 ||
B1: ||F7   |C7   |F7   |F7   |Bb7   |Bb7   |Bb7   |Bb7   |F-7   |C7   |F-7   |F-7   |C-7   |F7   |Bb-7 Eb7 |Ab6 C7 ||"
Sonny Stitt,Teapot,MEDIUM UP,SWING,F-maj,4/4,"A1: ||F7 C7 |F7   |Bb7   |Bb7   |Bb-7 Eb7 |Bb-7 Eb7 |Ab6   |Bb-7 Eb7 Ab6 C7||
B1: ||F7 C7 |F7   |Bb7   |Bb7   |F-7 C7 |F-7   |C-7 F7 |Bb-7 Eb7 Ab6 C7||"
Joshua Redman,Tears in Heaven,MEDIUM SLOW,FUNK,Bb-maj,4/4,"A1: ||Bb F/A |G- G-/F |Eb/G Bb/F |F  F7|Bb F/A |G- G-/F |Eb/G Bb/F |F F#o ||
B1: ||G-   |D/F#   |F-   |G7   |C-   |Fsus   |Bb F/A |G- G-/F |Eb/G Fsus F|Bb Absus7 Ab7||
C1: ||Db Co |Bb- Eb/G |Ab Eb/G C|F- Ab |Db Co |Bb- Eb/G |Ab Go |F7   ||"
Sonny Rollins,Tenor Madness,MEDIUM UP,SWING,Bb-maj,4/4,A1: ||Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |C-7   |F7   |Bb7   |Bb7   ||
Sonny Rollins,The Everywhere Calypso,UP,LATIN,C-maj,4/4,A1: ||C   |F   |G7   |C   |A7   |D-7   |G7   |C   ||
Sonny Rollins,The Everywhere Calypso,UP,LATIN,C-maj,4/4,A1: ||C   |F   |G7   |C   |A7   |D-7   |G7   |C   ||
Roy Eldridge,The Gasser,UP,SWING,Ab-maj,4/4,"A1: ||F7   |F7   |F7   |F7   |Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Eb7   |Eb7   |Ab6   |Bb-7 Eb7 |Ab6   |Gm7b5 C7 ||
B1: ||F7   |F7   |F7   |F7   |Bb7   |Bb7   |Bb7   |Bb7   |F-7   |Gm7b5 C7 |F-7   |Bb-7 Eb7 |Ab6 G7 |Gb7 F7 |Bb7 Eb7 |Ab6   ||"
Roy Eldridge,The Gasser,UP,SWING,Ab-maj,4/4,"A1: ||F7   |F7   |F7   |F7   |Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Eb7   |Eb7   |Ab6   |Bb-7 Eb7 |Ab6   |Gm7b5 C7 ||
B1: ||F7   |F7   |F7   |F7   |Bb7   |Bb7   |Bb7   |Bb7   |F-7   |Gm7b5 C7 |F-7   |Bb-7 Eb7 |Ab6 G7 |Gb7 F7 |Bb7 Eb7 |Ab6   ||"
Paul Desmond,The Girl from East 9th Street,MEDIUM UP,LATIN,Ab-maj,4/4,"A1: ||Ab   |Db7   |C-7   |C-7 F7 |Bb7   |Eb7   |Eb-7   |Ab7   ||
B1: ||Db   |Db   |Db-7   |Db-7 Gb7 |B-7   |E7   |A7   |Bb-7 Eb7 ||
A2: ||Ab7   |Db7   |C-7   |C-7 F7 |Bb-7   |Eb7   |Eb-7   |Ab7   ||
B2: ||Db7   |Db-7 Gb7 |B   |F7   |Bb-7   |Eb7   |Ab   |Eb7   ||"
Branford Marsalis,The Nearness of You,SLOW,SWING,D-maj,4/4,"A1: ||Dj7   |A-7 Dsus7 |Gj7   |Go7   |F#-7 B7 |E-7 A7 |F#-7 B7 |E-7 A7 ||
A2: ||Dj7   |A-7 Dsus7 |Gj7   |Go7   |F#-7 B7 |E-7 A7 |Dj7 C7 |D6   ||
B1: ||E-7   |A7   |Dj7   |A-7 D7 |Gj7   |F#m7b5 B7 |E7   |E-7 A7 ||
A3: ||Dj7   |A-7 Dsus7 |Gj7   |Go7   |F#-7 B7 |E-7 A7 |Dj7 B-7 |E-7 A7 ||"
